customer_id,purchase_date,product_category,product_price,quantity,total_purchase_amount,payment_method,age,returns,customer_name,gender,churn,purchase_year,purchase_month,purchase_quarter,purchase_day,purchase_hour
6476,2021-09-30T23:14:31Z,Electronics,246,4,2848,Credit Card,32,0,Nancy Hernandez,Male,1,2021,9,3,Thu,23
6476,2021-11-27T15:12:20Z,Electronics,330,4,278,Paypal,32,0,Nancy Hernandez,Male,1,2021,11,4,Sat,15
6476,2022-08-16T04:21:40Z,Clothing,148,4,573,Paypal,32,1,Nancy Hernandez,Male,1,2022,8,3,Tue,4
6476,2023-06-30T04:01:46Z,Books,89,4,2058,Paypal,32,1,Nancy Hernandez,Male,1,2023,6,2,Fri,4
6476,2021-12-21T05:59:56Z,Books,478,5,4787,Crypto,32,0,Nancy Hernandez,Male,1,2021,12,4,Tue,5
35355,2020-03-04T00:22:16Z,Home,237,3,2149,Credit Card,27,0,Rebecca Oliver,Male,0,2020,3,1,Wed,0
35355,2023-09-09T01:57:50Z,Home,217,1,3319,Cash,27,0,Rebecca Oliver,Male,0,2023,9,3,Sat,1
35355,2022-11-24T21:03:03Z,Clothing,125,1,515,Credit Card,27,1,Rebecca Oliver,Male,0,2022,11,4,Thu,21
35355,2023-07-30T21:07:33Z,Books,426,1,2681,Paypal,27,1,Rebecca Oliver,Male,0,2023,7,3,Sun,21
35355,2021-08-22T12:01:20Z,Clothing,445,1,223,Paypal,27,1,Rebecca Oliver,Male,0,2021,8,3,Sun,12
35355,2020-03-17T15:48:59Z,Clothing,89,2,3909,Paypal,27,0,Rebecca Oliver,Male,0,2020,3,1,Tue,15
35355,2020-11-06T06:20:11Z,Clothing,312,2,2156,Paypal,27,1,Rebecca Oliver,Male,0,2020,11,4,Fri,6
35355,2023-03-30T02:21:59Z,Home,51,4,2217,Credit Card,27,0,Rebecca Oliver,Male,0,2023,3,1,Thu,2
35355,2023-01-03T09:29:09Z,Books,357,2,3813,Paypal,27,0,Rebecca Oliver,Male,0,2023,1,1,Tue,9
35355,2022-01-19T00:28:44Z,Electronics,18,2,4295,Credit Card,27,1,Rebecca Oliver,Male,0,2022,1,1,Wed,0
39216,2020-04-26T11:36:00Z,Clothing,344,4,1891,Credit Card,28,1,Sean Marshall,Male,0,2020,4,2,Sun,11
39216,2020-02-29T04:27:57Z,Books,434,3,3918,Credit Card,28,0,Sean Marshall,Male,0,2020,2,1,Sat,4
39216,2020-06-13T03:07:22Z,Electronics,301,5,198,Cash,28,0,Sean Marshall,Male,0,2020,6,2,Sat,3
39216,2023-06-09T06:21:31Z,Clothing,477,5,3113,Credit Card,28,0,Sean Marshall,Male,0,2023,6,2,Fri,6
39216,2023-06-24T23:38:28Z,Electronics,151,1,3521,Paypal,28,0,Sean Marshall,Male,0,2023,6,2,Sat,23
39216,2021-03-16T04:47:59Z,Books,399,3,4753,Paypal,28,1,Sean Marshall,Male,0,2021,3,1,Tue,4
23944,2021-02-23T18:17:45Z,Books,433,3,4578,Credit Card,24,0,Jennifer Brooks,Male,0,2021,2,1,Tue,18
23944,2021-11-30T02:06:28Z,Books,133,1,4704,Credit Card,24,0,Jennifer Brooks,Male,0,2021,11,4,Tue,2
23944,2021-06-07T12:09:16Z,Electronics,311,5,350,Credit Card,24,1,Jennifer Brooks,Male,0,2021,6,2,Mon,12
23944,2020-04-02T18:48:15Z,Clothing,72,1,3124,Credit Card,24,0,Jennifer Brooks,Male,0,2020,4,2,Thu,18
23944,2021-02-05T04:25:57Z,Home,154,2,1277,Crypto,24,0,Jennifer Brooks,Male,0,2021,2,1,Fri,4
23944,2020-07-09T06:59:08Z,Clothing,347,2,2153,Paypal,24,0,Jennifer Brooks,Male,0,2020,7,3,Thu,6
39209,2022-12-20T18:23:35Z,Home,82,1,364,Credit Card,36,1,Timothy Sanchez,Female,0,2022,12,4,Tue,18
39209,2020-07-04T21:43:45Z,Clothing,421,1,2391,Paypal,36,0,Timothy Sanchez,Female,0,2020,7,3,Sat,21
39209,2022-02-11T22:40:38Z,Electronics,190,4,4721,Credit Card,36,0,Timothy Sanchez,Female,0,2022,2,1,Fri,22
39209,2023-07-09T14:18:45Z,Books,93,2,3334,Cash,36,0,Timothy Sanchez,Female,0,2023,7,3,Sun,14
39209,2021-03-05T02:46:48Z,Clothing,255,4,3320,Credit Card,36,0,Timothy Sanchez,Female,0,2021,3,1,Fri,2
39209,2021-07-21T00:09:59Z,Electronics,250,5,810,Credit Card,36,1,Timothy Sanchez,Female,0,2021,7,3,Wed,0
31204,2023-08-27T09:34:47Z,Home,145,3,3679,Crypto,47,1,Zachary Jenkins,Female,1,2023,8,3,Sun,9
31204,2022-11-10T10:53:15Z,Books,49,2,627,Credit Card,47,1,Zachary Jenkins,Female,1,2022,11,4,Thu,10
31204,2021-12-30T17:15:55Z,Books,308,2,2030,Cash,47,0,Zachary Jenkins,Female,1,2021,12,4,Thu,17
31204,2021-10-03T10:17:46Z,Clothing,231,5,2392,Credit Card,47,0,Zachary Jenkins,Female,1,2021,10,4,Sun,10
21097,2023-06-12T11:06:38Z,Home,269,1,1565,Credit Card,29,1,Crystal Owens,Female,0,2023,6,2,Mon,11
21097,2022-08-11T21:46:17Z,Books,167,1,2778,Paypal,29,1,Crystal Owens,Female,0,2022,8,3,Thu,21
21097,2021-10-19T22:37:53Z,Electronics,24,3,527,Paypal,29,0,Crystal Owens,Female,0,2021,10,4,Tue,22
21097,2020-03-24T05:50:58Z,Home,200,4,2693,Paypal,29,0,Crystal Owens,Female,0,2020,3,1,Tue,5
21097,2023-03-19T22:37:27Z,Clothing,310,3,347,Paypal,29,1,Crystal Owens,Female,0,2023,3,1,Sun,22
46410,2020-08-09T17:40:39Z,Home,242,1,1311,Credit Card,69,1,Samantha Taylor,Female,0,2020,8,3,Sun,17
46410,2021-05-21T14:14:14Z,Clothing,34,5,1391,Cash,69,0,Samantha Taylor,Female,0,2021,5,2,Fri,14
46410,2021-02-13T14:59:29Z,Home,334,3,3924,Paypal,69,0,Samantha Taylor,Female,0,2021,2,1,Sat,14
46410,2020-08-17T08:11:53Z,Electronics,414,3,1571,Credit Card,69,0,Samantha Taylor,Female,0,2020,8,3,Mon,8
46410,2020-03-16T00:13:13Z,Clothing,347,5,5088,Paypal,69,0,Samantha Taylor,Female,0,2020,3,1,Mon,0
46410,2020-08-29T11:38:31Z,Books,183,1,1470,Credit Card,69,1,Samantha Taylor,Female,0,2020,8,3,Sat,11
28121,2021-07-24T22:07:16Z,Books,482,4,4086,Credit Card,30,0,Nicole Golden,Female,1,2021,7,3,Sat,22
28121,2022-10-16T03:48:39Z,Books,435,1,4469,Paypal,30,0,Nicole Golden,Female,1,2022,10,4,Sun,3
28121,2020-05-20T05:17:23Z,Home,447,1,3441,Paypal,30,1,Nicole Golden,Female,1,2020,5,2,Wed,5
28121,2023-07-08T05:43:24Z,Books,33,5,1327,Paypal,30,0,Nicole Golden,Female,1,2023,7,3,Sat,5
28121,2023-02-06T15:57:20Z,Books,448,5,4385,Cash,30,1,Nicole Golden,Female,1,2023,2,1,Mon,15
28121,2020-08-21T15:33:34Z,Books,80,1,4024,Paypal,30,1,Nicole Golden,Female,1,2020,8,3,Fri,15
28121,2021-07-01T13:07:19Z,Clothing,491,4,3954,Credit Card,30,1,Nicole Golden,Female,1,2021,7,3,Thu,13
41291,2023-06-23T07:43:19Z,Home,444,5,4521,Credit Card,41,0,Allison Barber,Female,1,2023,6,2,Fri,7
3388,2022-07-03T21:14:16Z,Electronics,108,1,3107,Credit Card,55,0,Kerri Curtis,Male,1,2022,7,3,Sun,21
3388,2020-12-25T20:52:54Z,Books,12,1,3531,Cash,55,1,Kerri Curtis,Male,1,2020,12,4,Fri,20
3388,2021-03-11T08:59:55Z,Clothing,202,4,2321,Paypal,55,0,Kerri Curtis,Male,1,2021,3,1,Thu,8
3388,2020-05-27T14:25:35Z,Home,311,5,572,Credit Card,55,1,Kerri Curtis,Male,1,2020,5,2,Wed,14
18171,2023-04-29T00:21:50Z,Clothing,69,4,1200,Paypal,61,1,Brian Thomas,Male,1,2023,4,2,Sat,0
18171,2022-06-12T03:41:47Z,Home,487,5,4661,Cash,61,0,Brian Thomas,Male,1,2022,6,2,Sun,3
1701,2022-09-21T17:02:50Z,Electronics,92,2,3331,Paypal,26,1,Michelle Wolfe,Male,1,2022,9,3,Wed,17
1701,2022-10-21T23:10:58Z,Clothing,440,3,2373,Cash,26,0,Michelle Wolfe,Male,1,2022,10,4,Fri,23
1701,2020-07-19T03:19:40Z,Home,125,4,4370,Credit Card,26,0,Michelle Wolfe,Male,1,2020,7,3,Sun,3
1701,2020-06-27T07:33:51Z,Home,225,5,3648,Paypal,26,1,Michelle Wolfe,Male,1,2020,6,2,Sat,7
1701,2022-11-07T13:40:55Z,Clothing,339,4,2176,Credit Card,26,1,Michelle Wolfe,Male,1,2022,11,4,Mon,13
1701,2021-08-11T07:16:08Z,Electronics,322,5,3592,Cash,26,0,Michelle Wolfe,Male,1,2021,8,3,Wed,7
1701,2021-12-12T21:37:38Z,Home,139,1,824,Credit Card,26,1,Michelle Wolfe,Male,1,2021,12,4,Sun,21
19040,2022-10-11T07:33:52Z,Books,456,2,2284,Credit Card,51,1,Jose Gates,Male,1,2022,10,4,Tue,7
19040,2022-05-23T08:35:07Z,Clothing,219,2,1755,Paypal,51,1,Jose Gates,Male,1,2022,5,2,Mon,8
19040,2022-01-16T01:51:53Z,Clothing,80,2,817,Credit Card,51,1,Jose Gates,Male,1,2022,1,1,Sun,1
19040,2021-01-31T13:20:37Z,Books,486,5,5043,Credit Card,51,1,Jose Gates,Male,1,2021,1,1,Sun,13
19040,2020-02-22T08:51:37Z,Books,104,4,313,Crypto,51,1,Jose Gates,Male,1,2020,2,1,Sat,8
19040,2021-04-29T14:16:31Z,Clothing,175,1,1746,Crypto,51,0,Jose Gates,Male,1,2021,4,2,Thu,14
23448,2020-05-14T21:44:42Z,Books,429,4,1300,Cash,39,0,Jean Stewart,Female,0,2020,5,2,Thu,21
23448,2022-08-04T14:28:00Z,Clothing,251,3,1079,Paypal,39,0,Jean Stewart,Female,0,2022,8,3,Thu,14
23448,2021-05-20T11:42:05Z,Clothing,389,2,2128,Credit Card,39,0,Jean Stewart,Female,0,2021,5,2,Thu,11
30599,2023-06-01T17:39:20Z,Electronics,314,1,504,Credit Card,48,0,Jessica Leonard,Male,0,2023,6,2,Thu,17
30599,2020-02-28T21:12:22Z,Electronics,222,5,2393,Paypal,48,0,Jessica Leonard,Male,0,2020,2,1,Fri,21
30599,2021-01-05T01:08:44Z,Clothing,398,1,3499,Credit Card,48,0,Jessica Leonard,Male,0,2021,1,1,Tue,1
29272,2021-01-13T07:32:19Z,Books,106,5,2006,Paypal,69,0,Lisa Lyons,Female,1,2021,1,1,Wed,7
29272,2022-02-08T15:14:49Z,Books,78,3,3317,Paypal,69,0,Lisa Lyons,Female,1,2022,2,1,Tue,15
29272,2022-03-22T08:21:42Z,Electronics,288,1,3967,Paypal,69,0,Lisa Lyons,Female,1,2022,3,1,Tue,8
29272,2020-07-21T05:12:21Z,Home,370,3,3333,Paypal,69,0,Lisa Lyons,Female,1,2020,7,3,Tue,5
29272,2020-02-23T13:54:31Z,Clothing,315,2,3350,Paypal,69,1,Lisa Lyons,Female,1,2020,2,1,Sun,13
29272,2022-02-02T08:32:50Z,Electronics,151,2,3575,Credit Card,69,0,Lisa Lyons,Female,1,2022,2,1,Wed,8
29272,2022-11-17T23:28:05Z,Home,131,2,4853,Cash,69,1,Lisa Lyons,Female,1,2022,11,4,Thu,23
29272,2022-03-13T22:51:06Z,Books,66,4,3640,Cash,69,0,Lisa Lyons,Female,1,2022,3,1,Sun,22
39376,2022-06-14T15:50:07Z,Clothing,409,2,544,Cash,65,1,Tanya Coleman,Female,1,2022,6,2,Tue,15
39376,2020-03-17T04:43:48Z,Clothing,386,1,3112,Paypal,65,0,Tanya Coleman,Female,1,2020,3,1,Tue,4
39376,2022-03-11T10:18:37Z,Electronics,116,1,987,Crypto,65,1,Tanya Coleman,Female,1,2022,3,1,Fri,10
42163,2020-01-10T04:44:57Z,Books,44,5,2695,Credit Card,35,1,Aaron Perez,Female,0,2020,1,1,Fri,4
42163,2020-11-30T12:29:54Z,Electronics,418,1,2445,Paypal,35,0,Aaron Perez,Female,0,2020,11,4,Mon,12
42163,2022-07-11T17:50:47Z,Clothing,170,2,3430,Credit Card,35,1,Aaron Perez,Female,0,2022,7,3,Mon,17
42163,2022-08-15T22:55:38Z,Clothing,469,3,434,Paypal,35,0,Aaron Perez,Female,0,2022,8,3,Mon,22
42163,2022-09-08T07:56:25Z,Books,456,1,3841,Crypto,35,0,Aaron Perez,Female,0,2022,9,3,Thu,7
42163,2022-06-28T14:27:47Z,Books,322,2,2743,Paypal,35,0,Aaron Perez,Female,0,2022,6,2,Tue,14
2600,2022-02-04T19:15:37Z,Clothing,144,5,4352,Credit Card,40,0,Amber Duncan,Male,0,2022,2,1,Fri,19
2600,2021-08-19T07:01:38Z,Electronics,410,2,1849,Credit Card,40,1,Amber Duncan,Male,0,2021,8,3,Thu,7
2600,2021-08-10T16:59:04Z,Electronics,382,4,455,Paypal,40,0,Amber Duncan,Male,0,2021,8,3,Tue,16
2600,2021-09-10T17:51:43Z,Books,195,5,494,Credit Card,40,0,Amber Duncan,Male,0,2021,9,3,Fri,17
2600,2023-08-26T07:05:31Z,Books,488,3,4614,Paypal,40,0,Amber Duncan,Male,0,2023,8,3,Sat,7
2600,2020-01-26T04:58:17Z,Books,142,5,4742,Crypto,40,0,Amber Duncan,Male,0,2020,1,1,Sun,4
2600,2020-07-17T10:49:50Z,Clothing,198,3,4748,Cash,40,0,Amber Duncan,Male,0,2020,7,3,Fri,10
2600,2022-09-18T19:15:16Z,Clothing,410,4,547,Paypal,40,1,Amber Duncan,Male,0,2022,9,3,Sun,19
2600,2020-10-20T05:54:20Z,Electronics,49,1,3366,Credit Card,40,0,Amber Duncan,Male,0,2020,10,4,Tue,5
39294,2023-05-15T04:54:51Z,Clothing,393,4,2471,Paypal,51,0,Jessica Mcclure,Female,0,2023,5,2,Mon,4
39294,2022-10-04T16:14:58Z,Clothing,389,3,3235,Cash,51,0,Jessica Mcclure,Female,0,2022,10,4,Tue,16
39294,2023-06-03T04:36:46Z,Clothing,329,5,5054,Credit Card,51,1,Jessica Mcclure,Female,0,2023,6,2,Sat,4
15941,2021-10-24T16:52:51Z,Books,307,4,1876,Cash,30,1,Martin Davis,Female,0,2021,10,4,Sun,16
15941,2023-04-13T08:59:55Z,Electronics,192,4,4022,Crypto,30,0,Martin Davis,Female,0,2023,4,2,Thu,8
15941,2020-10-18T01:47:33Z,Clothing,399,2,2363,Paypal,30,1,Martin Davis,Female,0,2020,10,4,Sun,1
15941,2020-01-03T05:42:16Z,Books,343,2,1068,Paypal,30,1,Martin Davis,Female,0,2020,1,1,Fri,5
15941,2020-08-03T23:38:12Z,Clothing,74,5,808,Paypal,30,0,Martin Davis,Female,0,2020,8,3,Mon,23
15941,2021-01-14T04:16:06Z,Clothing,244,5,1302,Credit Card,30,1,Martin Davis,Female,0,2021,1,1,Thu,4
15941,2020-11-21T20:55:17Z,Clothing,260,5,4392,Cash,30,1,Martin Davis,Female,0,2020,11,4,Sat,20
15941,2021-03-07T01:31:02Z,Clothing,310,5,3401,Credit Card,30,1,Martin Davis,Female,0,2021,3,1,Sun,1
15941,2020-12-15T10:21:23Z,Books,332,5,3871,Cash,30,0,Martin Davis,Female,0,2020,12,4,Tue,10
34830,2021-12-14T22:15:52Z,Clothing,378,5,2767,Credit Card,62,0,Vanessa Wilson,Female,0,2021,12,4,Tue,22
34830,2021-09-03T07:12:30Z,Clothing,332,5,4152,Cash,62,1,Vanessa Wilson,Female,0,2021,9,3,Fri,7
34830,2020-08-05T11:32:53Z,Books,41,2,4412,Cash,62,0,Vanessa Wilson,Female,0,2020,8,3,Wed,11
34830,2020-04-04T12:26:40Z,Books,175,3,5278,Paypal,62,0,Vanessa Wilson,Female,0,2020,4,2,Sat,12
34830,2020-06-17T08:59:52Z,Books,219,3,2585,Credit Card,62,1,Vanessa Wilson,Female,0,2020,6,2,Wed,8
34830,2022-11-19T02:21:01Z,Home,102,5,5165,Paypal,62,1,Vanessa Wilson,Female,0,2022,11,4,Sat,2
9723,2021-06-15T15:38:48Z,Clothing,42,4,3114,Paypal,54,0,Erika Rollins,Male,0,2021,6,2,Tue,15
9723,2020-07-16T13:25:22Z,Books,420,1,1830,Credit Card,54,0,Erika Rollins,Male,0,2020,7,3,Thu,13
9723,2020-10-12T13:52:08Z,Home,159,1,3348,Paypal,54,1,Erika Rollins,Male,0,2020,10,4,Mon,13
9723,2020-05-08T17:28:34Z,Clothing,249,5,4298,Credit Card,54,0,Erika Rollins,Male,0,2020,5,2,Fri,17
9723,2020-12-24T23:43:20Z,Books,432,2,1520,Paypal,54,0,Erika Rollins,Male,0,2020,12,4,Thu,23
9723,2023-07-20T09:20:37Z,Electronics,414,5,4716,Cash,54,1,Erika Rollins,Male,0,2023,7,3,Thu,9
13190,2023-08-15T02:21:46Z,Electronics,225,1,5121,Cash,65,1,Kathleen Stephens,Female,0,2023,8,3,Tue,2
13190,2023-08-18T11:18:10Z,Clothing,146,2,1640,Credit Card,65,1,Kathleen Stephens,Female,0,2023,8,3,Fri,11
13190,2021-12-08T09:58:31Z,Books,110,5,1696,Paypal,65,0,Kathleen Stephens,Female,0,2021,12,4,Wed,9
13190,2023-01-01T03:29:26Z,Home,21,1,1888,Credit Card,65,1,Kathleen Stephens,Female,0,2023,1,1,Sun,3
26994,2021-09-18T15:59:08Z,Home,373,5,4661,Credit Card,64,1,Joseph Ware,Male,0,2021,9,3,Sat,15
26994,2021-04-23T13:01:56Z,Clothing,222,3,4799,Credit Card,64,0,Joseph Ware,Male,0,2021,4,2,Fri,13
26994,2020-11-18T03:56:27Z,Clothing,304,2,1886,Crypto,64,1,Joseph Ware,Male,0,2020,11,4,Wed,3
44822,2020-07-19T11:09:01Z,Clothing,144,2,1247,Credit Card,61,1,Tracy Farmer,Female,1,2020,7,3,Sun,11
44822,2022-05-31T16:30:19Z,Clothing,426,3,1106,Paypal,61,0,Tracy Farmer,Female,1,2022,5,2,Tue,16
44822,2020-07-10T07:17:08Z,Home,392,2,5034,Cash,61,1,Tracy Farmer,Female,1,2020,7,3,Fri,7
44822,2021-02-28T06:45:06Z,Books,25,2,2170,Paypal,61,0,Tracy Farmer,Female,1,2021,2,1,Sun,6
44822,2020-01-13T18:14:08Z,Home,22,1,1343,Cash,61,0,Tracy Farmer,Female,1,2020,1,1,Mon,18
44822,2020-06-08T04:01:24Z,Books,84,2,713,Crypto,61,0,Tracy Farmer,Female,1,2020,6,2,Mon,4
44822,2020-05-20T01:15:36Z,Electronics,106,3,3896,Credit Card,61,1,Tracy Farmer,Female,1,2020,5,2,Wed,1
44822,2021-04-06T12:07:15Z,Electronics,441,5,736,Paypal,61,0,Tracy Farmer,Female,1,2021,4,2,Tue,12
49123,2023-08-28T15:11:12Z,Clothing,146,4,4626,Crypto,53,1,Michael Warren,Female,0,2023,8,3,Mon,15
49123,2022-02-06T13:58:58Z,Clothing,358,3,3150,Cash,53,1,Michael Warren,Female,0,2022,2,1,Sun,13
49123,2023-01-08T22:29:49Z,Books,155,2,5227,Cash,53,1,Michael Warren,Female,0,2023,1,1,Sun,22
49123,2021-12-21T13:59:32Z,Home,186,2,1860,Credit Card,53,0,Michael Warren,Female,0,2021,12,4,Tue,13
19930,2021-06-14T20:44:44Z,Electronics,374,2,1454,Paypal,45,1,Kristen Armstrong,Male,0,2021,6,2,Mon,20
19930,2023-03-12T14:22:25Z,Books,404,4,1088,Credit Card,45,0,Kristen Armstrong,Male,0,2023,3,1,Sun,14
19930,2020-04-10T08:26:09Z,Books,143,5,976,Credit Card,45,1,Kristen Armstrong,Male,0,2020,4,2,Fri,8
19930,2022-04-06T12:23:01Z,Electronics,83,5,2551,Credit Card,45,1,Kristen Armstrong,Male,0,2022,4,2,Wed,12
5935,2023-03-08T23:20:52Z,Books,338,2,968,Credit Card,24,0,Trevor Middleton,Male,0,2023,3,1,Wed,23
5935,2022-12-25T00:48:27Z,Clothing,482,1,765,Crypto,24,0,Trevor Middleton,Male,0,2022,12,4,Sun,0
5935,2022-01-10T12:19:05Z,Home,23,5,4385,Credit Card,24,0,Trevor Middleton,Male,0,2022,1,1,Mon,12
5935,2022-04-29T07:22:52Z,Electronics,190,5,4760,Credit Card,24,0,Trevor Middleton,Male,0,2022,4,2,Fri,7
5935,2020-07-02T15:33:14Z,Electronics,171,3,4034,Crypto,24,0,Trevor Middleton,Male,0,2020,7,3,Thu,15
34070,2020-10-03T21:28:45Z,Books,390,4,424,Credit Card,23,1,Karen Santana,Male,0,2020,10,4,Sat,21
34070,2023-03-03T10:44:08Z,Electronics,199,4,2728,Credit Card,23,1,Karen Santana,Male,0,2023,3,1,Fri,10
34070,2020-04-25T04:27:49Z,Books,403,5,2733,Credit Card,23,0,Karen Santana,Male,0,2020,4,2,Sat,4
34070,2023-05-23T11:30:28Z,Home,417,3,4912,Paypal,23,0,Karen Santana,Male,0,2023,5,2,Tue,11
34070,2021-03-05T10:08:16Z,Clothing,214,4,4568,Paypal,23,1,Karen Santana,Male,0,2021,3,1,Fri,10
34070,2021-11-27T08:01:35Z,Home,387,2,1917,Cash,23,0,Karen Santana,Male,0,2021,11,4,Sat,8
34070,2022-08-28T21:37:35Z,Books,133,5,344,Paypal,23,1,Karen Santana,Male,0,2022,8,3,Sun,21
34070,2020-11-22T10:38:24Z,Books,247,2,2822,Credit Card,23,0,Karen Santana,Male,0,2020,11,4,Sun,10
41367,2020-12-25T11:43:51Z,Clothing,487,2,3963,Credit Card,61,1,Linda Owens,Female,1,2020,12,4,Fri,11
41367,2020-10-29T13:30:12Z,Books,98,1,1278,Credit Card,61,1,Linda Owens,Female,1,2020,10,4,Thu,13
41367,2020-01-13T21:47:33Z,Clothing,108,3,4444,Paypal,61,0,Linda Owens,Female,1,2020,1,1,Mon,21
41367,2023-05-24T08:00:44Z,Home,136,2,2930,Credit Card,61,1,Linda Owens,Female,1,2023,5,2,Wed,8
41367,2020-01-24T03:06:15Z,Clothing,416,3,1476,Paypal,61,1,Linda Owens,Female,1,2020,1,1,Fri,3
16959,2023-02-22T05:15:59Z,Electronics,284,1,1163,Credit Card,22,1,Brandi Wright,Female,0,2023,2,1,Wed,5
16959,2021-12-10T01:20:34Z,Electronics,412,1,1492,Credit Card,22,0,Brandi Wright,Female,0,2021,12,4,Fri,1
16959,2022-05-01T11:15:56Z,Clothing,145,2,1908,Paypal,22,0,Brandi Wright,Female,0,2022,5,2,Sun,11
16959,2023-02-26T16:09:14Z,Books,276,2,4970,Credit Card,22,0,Brandi Wright,Female,0,2023,2,1,Sun,16
132,2020-01-25T18:24:33Z,Home,349,4,2036,Cash,20,0,Michael Avila,Female,0,2020,1,1,Sat,18
132,2022-12-24T02:59:01Z,Books,113,5,4045,Paypal,20,1,Michael Avila,Female,0,2022,12,4,Sat,2
132,2021-08-28T20:57:20Z,Home,30,1,3957,Credit Card,20,0,Michael Avila,Female,0,2021,8,3,Sat,20
132,2022-06-24T13:51:01Z,Clothing,41,5,2371,Cash,20,0,Michael Avila,Female,0,2022,6,2,Fri,13
132,2022-05-29T13:55:23Z,Clothing,307,4,3011,Cash,20,1,Michael Avila,Female,0,2022,5,2,Sun,13
132,2021-03-03T13:15:04Z,Clothing,385,5,772,Credit Card,20,0,Michael Avila,Female,0,2021,3,1,Wed,13
6960,2022-06-06T10:00:22Z,Clothing,327,4,5304,Crypto,69,1,Christopher Ramsey,Female,0,2022,6,2,Mon,10
6960,2022-08-14T22:45:26Z,Books,53,4,3151,Credit Card,69,1,Christopher Ramsey,Female,0,2022,8,3,Sun,22
6960,2022-11-16T02:21:13Z,Electronics,420,5,4976,Credit Card,69,1,Christopher Ramsey,Female,0,2022,11,4,Wed,2
30625,2022-10-30T09:14:38Z,Clothing,432,5,3709,Cash,70,0,Andrew Mendoza,Male,0,2022,10,4,Sun,9
30625,2023-06-07T06:16:36Z,Books,474,1,4241,Credit Card,70,1,Andrew Mendoza,Male,0,2023,6,2,Wed,6
30625,2023-08-22T14:37:40Z,Home,85,2,3580,Credit Card,70,1,Andrew Mendoza,Male,0,2023,8,3,Tue,14
30625,2020-11-28T06:53:55Z,Electronics,49,5,5156,Crypto,70,0,Andrew Mendoza,Male,0,2020,11,4,Sat,6
30625,2022-10-19T03:00:21Z,Electronics,416,3,3994,Paypal,70,1,Andrew Mendoza,Male,0,2022,10,4,Wed,3
3505,2023-06-19T21:16:25Z,Clothing,34,5,4225,Cash,48,1,Courtney Calderon,Male,0,2023,6,2,Mon,21
3505,2021-09-08T14:24:17Z,Home,171,1,380,Credit Card,48,1,Courtney Calderon,Male,0,2021,9,3,Wed,14
3505,2020-12-03T20:57:34Z,Clothing,236,3,947,Crypto,48,0,Courtney Calderon,Male,0,2020,12,4,Thu,20
3505,2023-01-30T14:27:09Z,Books,329,3,4153,Paypal,48,0,Courtney Calderon,Male,0,2023,1,1,Mon,14
3505,2022-02-16T00:30:30Z,Home,53,5,2296,Cash,48,1,Courtney Calderon,Male,0,2022,2,1,Wed,0
3190,2022-01-05T09:45:36Z,Books,336,4,2694,Credit Card,31,0,Kayla Wilkerson,Female,0,2022,1,1,Wed,9
3190,2020-09-10T00:53:44Z,Clothing,287,1,3907,Paypal,31,1,Kayla Wilkerson,Female,0,2020,9,3,Thu,0
3190,2023-02-09T21:08:36Z,Home,177,1,4512,Credit Card,31,0,Kayla Wilkerson,Female,0,2023,2,1,Thu,21
3190,2020-03-16T21:17:34Z,Clothing,374,3,4105,Paypal,31,1,Kayla Wilkerson,Female,0,2020,3,1,Mon,21
3190,2022-07-18T04:27:40Z,Clothing,345,5,1074,Cash,31,0,Kayla Wilkerson,Female,0,2022,7,3,Mon,4
3190,2020-07-22T14:15:58Z,Clothing,475,2,5057,Paypal,31,1,Kayla Wilkerson,Female,0,2020,7,3,Wed,14
3190,2023-02-20T13:26:56Z,Books,271,5,4916,Paypal,31,1,Kayla Wilkerson,Female,0,2023,2,1,Mon,13
3828,2020-05-08T23:26:19Z,Electronics,280,5,3830,Credit Card,31,1,Laurie Johnson,Female,0,2020,5,2,Fri,23
3828,2023-03-19T04:45:17Z,Home,41,4,3885,Paypal,31,0,Laurie Johnson,Female,0,2023,3,1,Sun,4
3828,2022-07-25T20:58:45Z,Books,450,5,2752,Credit Card,31,0,Laurie Johnson,Female,0,2022,7,3,Mon,20
3828,2022-10-19T20:18:24Z,Books,13,1,3560,Credit Card,31,0,Laurie Johnson,Female,0,2022,10,4,Wed,20
3828,2021-06-20T05:57:46Z,Electronics,175,4,3000,Cash,31,0,Laurie Johnson,Female,0,2021,6,2,Sun,5
2753,2023-07-04T03:15:59Z,Clothing,381,4,421,Cash,20,0,Brittany Mullins,Female,0,2023,7,3,Tue,3
2753,2021-10-20T10:37:21Z,Clothing,411,3,597,Cash,20,1,Brittany Mullins,Female,0,2021,10,4,Wed,10
2753,2023-02-21T12:15:23Z,Clothing,291,5,4621,Paypal,20,1,Brittany Mullins,Female,0,2023,2,1,Tue,12
2753,2021-06-03T18:27:04Z,Home,352,5,603,Credit Card,20,1,Brittany Mullins,Female,0,2021,6,2,Thu,18
27121,2020-02-13T19:11:06Z,Clothing,214,1,3362,Paypal,56,1,Mary Wagner,Female,0,2020,2,1,Thu,19
27121,2021-08-15T16:29:09Z,Home,346,4,630,Credit Card,56,1,Mary Wagner,Female,0,2021,8,3,Sun,16
27121,2021-02-09T04:03:30Z,Clothing,301,5,2197,Crypto,56,0,Mary Wagner,Female,0,2021,2,1,Tue,4
